NetCode,site_no,NetName
"AHS","343048093030401","Arkansas Hot Springs National Park Network"
"AHS","343204093005501","Arkansas Hot Springs National Park Network"
"AHS","343206093044101","Arkansas Hot Springs National Park Network"
"AHS","343255092593601","Arkansas Hot Springs National Park Network"
"AHS","343257092593601","Arkansas Hot Springs National Park Network"
"AHS","343312093013201","Arkansas Hot Springs National Park Network"
"AHS","343330092591101","Arkansas Hot Springs National Park Network"
"AHS","343350093005901","Arkansas Hot Springs National Park Network"
"AHS","343518092591701","Arkansas Hot Springs National Park Network"
